X,Y
15727.0,109.49765408
15739.0,110.17287032
15751.0,110.85159872
15763.0,111.53383928
15775.0,112.219592
15787.0,112.90885688
15799.0,113.60163392
15811.0,114.29792312
15823.0,114.99772448
15835.0,115.701038
15847.0,116.40786368
15859.0,117.11820152
15871.0,117.83205152
15883.0,118.54941368
15895.0,119.270288
15907.0,119.99467448
15919.0,120.72257312
15931.0,121.45398392
15943.0,122.18890688
15955.0,122.927342
15967.0,123.66928928
15979.0,124.41474872
15991.0,125.16372032
16003.0,125.91620408
16015.0,126.6722
16027.0,127.43170808
16039.0,128.19472832
16051.0,128.96126072
16063.0,129.73130528
16075.0,130.504862
16087.0,131.28193088
16099.0,132.06251192
16111.0,132.84660512
16123.0,133.63421048
16135.0,134.425328
16147.0,135.21995768
16159.0,136.01809952
16171.0,136.81975352
16183.0,137.62491968
16195.0,138.433598
16207.0,139.24578848
16219.0,140.06149112
16231.0,140.88070592
16243.0,141.70343288
16255.0,142.529672
16267.0,143.35942328
16279.0,144.19268672
16291.0,145.02946232
16303.0,145.86975008
16315.0,146.71355
16327.0,147.56086208
16339.0,148.41168632
16351.0,149.26602272
16363.0,150.12387128
16375.0,150.985232
16387.0,151.85010488
16399.0,152.71848992
16411.0,153.59038712
16423.0,154.46579648
16435.0,155.344718
16447.0,156.22715168
16459.0,157.11309752
16471.0,158.00255552
16483.0,158.89552568
16495.0,159.792008
16507.0,160.69200248
16519.0,161.59550912
16531.0,162.50252792
16543.0,163.41305888
16555.0,164.327102
16567.0,165.24465728
16579.0,166.16572472
16591.0,167.09030432
16603.0,168.01839608
16615.0,168.95
16627.0,169.88336
16639.0,170.81672
16651.0,171.75008
16663.0,172.68344
16675.0,173.6168
16687.0,174.55016
16699.0,175.48352
16711.0,176.41688
16723.0,177.35024
16735.0,178.2836
16747.0,179.21696
16759.0,180.15032
16771.0,181.08368
16783.0,182.01704
16795.0,182.9504
16807.0,183.88376
16819.0,184.81712
16831.0,185.75048
16843.0,186.68384
16855.0,187.6172
16867.0,188.55056
16879.0,189.48392
16891.0,190.41728
16903.0,191.35064
16915.0,192.284
16927.0,193.21736
16939.0,194.15072
16951.0,195.08408
16963.0,196.01744
16975.0,196.9508
16987.0,197.88416
17023.0,200.68424
17035.0,201.6176
17047.0,202.55096
17059.0,203.48432
17071.0,204.41768
17083.0,205.35104
17107.0,207.21776
17119.0,208.15112
17131.0,209.08448
17143.0,210.01784
17179.0,212.81792
17191.0,213.75128
17203.0,214.68464
17215.0,215.618
17227.0,216.55136
17239.0,217.48472
17251.0,218.41808
17263.0,219.35144
17275.0,220.2848
17287.0,221.21816
17299.0,222.15152
17311.0,223.08488
17347.0,225.88496
17359.0,226.81832
17371.0,227.75168
17383.0,228.68504
17395.0,229.6184
17407.0,230.55176
17419.0,231.48512
17431.0,232.41848
17443.0,233.35184
17455.0,234.2852
17467.0,235.21856
17479.0,236.15192
17491.0,237.08528
17515.0,238.952
17551.0,241.75208
17563.0,242.68544
17575.0,243.6188
17587.0,244.55216
17611.0,246.41888
17659.0,250.15232
17683.0,252.01904
17695.0,252.9524
17707.0,253.88576
17719.0,254.81912
17731.0,255.75248
17779.0,259.48592
17791.0,260.41928
17803.0,261.35264
17815.0,262.286
17827.0,263.21936
17839.0,264.15272
17851.0,265.08608
17863.0,266.01944
17875.0,266.9528
17899.0,268.81952
17935.0,271.6196
17947.0,272.55296
17959.0,273.48632
17971.0,274.41968
17983.0,275.35304
17995.0,276.2864
18007.0,277.21976
18031.0,279.08648
18043.0,280.01984
18055.0,280.9532
18067.0,281.88656
18091.0,283.75328
18127.0,286.55336
18151.0,288.42008
18199.0,292.15352
18211.0,293.08688
18223.0,294.02024
18235.0,294.9536
18247.0,295.88696
18259.0,296.82032
18271.0,297.75368
18283.0,298.68704
18295.0,299.6204
18307.0,300.55376
18355.0,304.2872
18367.0,305.22056
18391.0,307.08728
18403.0,308.02064
18415.0,308.954
18427.0,309.88736
18439.0,310.82072
18451.0,311.75408
18463.0,312.68744
18511.0,316.42088
18523.0,317.35424
18547.0,319.22096
18595.0,322.9544
18619.0,324.82112
18631.0,325.75448
18655.0,327.6212
18667.0,328.55456
18679.0,329.48792
18691.0,330.42128
18703.0,331.35464
18715.0,332.288
18739.0,334.15472
18787.0,337.88816
18799.0,338.82152
18811.0,339.75488
18823.0,340.68824
18835.0,341.6216
18847.0,342.55496
18859.0,343.48832
18871.0,344.42168
18883.0,345.35504
18895.0,346.2884
18943.0,350.02184
18955.0,350.9552
18979.0,352.82192
18991.0,353.75528
19003.0,354.68864
19015.0,355.622
19027.0,356.55536
19039.0,357.48872
19051.0,358.42208
19063.0,359.35544
19075.0,360.2888
19111.0,363.08888
19135.0,364.9556
19171.0,367.75568
19219.0,371.48912
